,Game,Pos,Genre,Console,Publisher,Developer,VGChartz_Score,Critic_Score,User_Score,NA_Sales,PAL_Sales,Japan_Sales,Other_Sales,Total_Sales,Relese_Month,Relese_Year,Hit_Games
206,Attack on Titan 2,207,Action,All,Koei Tecmo,Omega Force,0.0,0.0,0.0,0,0,0,0,520000,3,2018,0
207,Run for Money Tousouchuu,208,Action,3DS,Unknown,Bandai Namco Games,0.0,0.0,0.0,0,0,0,0,520000,11,2020,0
208,Warhammer: The End Times - Vermintide,209,Action,PC,Games Workshop,Fatshark,0.0,0.0,0.0,0,0,0,0,500000,10,2016,0
209,Dragon Ball: Xenoverse 2,210,Action,NS,Namco Bandai Games,Dimps Corporation,0.0,8.0,0.0,0,0,0,0,500000,9,2017,0
210,Hello Neighbor,211,Action,All,TinyBuild Games,Dynamic Pixels,0.0,0.0,0.0,0,0,0,0,500000,12,2017,0
211,Akiba's Trip: Undead & Undressed,212,Action,All,Xseed Games,Acquire,0.0,0.0,0.0,0,0,0,0,490000,8,2014,0
212,The Escapists 2,213,Action,PC,Team17 Software,Team17 Software,0.0,0.0,0.0,0,0,0,0,490000,8,2017,0
213,Styx: Master of Shadows,214,Action,PC,Focus Home Interactive,Cyanide Studios,0.0,0.0,0.0,0,0,0,0,490000,10,2014,0
214,Kouchuu Ouja Mushi King,215,Action,GBA,Sega,Sega,0.0,0.0,0.0,0,0,0,0,480000,6,2005,0
215,Warriors Orochi 3,216,Action,All,Tecmo Koei,Omega Force,0.0,0.0,0.0,0,0,0,0,480000,3,2012,0
216,Gods Eater Burst,217,Action,PSP,D3 Publisher,Shift,0.0,7.1,0.0,0,0,0,0,470000,3,2011,0
217,Dynasty Warriors: Gundam 3,218,Action,All,Bandai Namco,Omega Force,0.0,0.0,0.0,0,0,0,0,460000,6,2011,0
218,Victor Vran ARPG,219,Action,PC,EuroVideo Medien,Haemimont Games,0.0,0.0,0.0,0,0,0,0,450000,7,2015,0
219,Fist of the North Star: Ken's Rage 2,220,Action,All,Tecmo Koei,Koei,0.0,0.0,0.0,0,0,0,0,450000,2,2013,0
220,ICEY,221,Action,PC,Unknown,FantaBlade Network,0.0,0.0,0.0,0,0,0,0,440000,2,2019,0
221,Bayonetta,222,Action,PC,Sega,PlatinumGames,0.0,0.0,0.0,0,0,0,0,420000,4,2017,0
222,Naruto: Uzumaki Chronicles,223,Action,PS2,Namco Bandai Games,Cavia Inc.,0.0,0.0,0.0,0,0,0,0,420000,9,2008,0
223,Afro Samurai,224,Action,All,Namco Bandai Games,Namco Bandai Games,0.0,0.0,0.0,0,0,0,0,420000,1,2009,0
224,Hell Yeah! Wrath of the Dead Rabbit,226,Action,PC,Unknown,Arkedo Studio,0.0,5.6,0.0,0,0,0,0,420000,1,2018,0
225,Freebie,227,Action,PC,Unknown,hyperboreanGames,0.0,0.0,0.0,0,0,0,0,410000,2,2019,0
226,Samurai Warriors 5,228,Action,All,Koei Tecmo,Omega Force,0.0,0.0,0.0,0,0,0,0,410000,7,2021,0
227,Dynasty Warriors 8,229,Action,All,Tecmo Koei,Omega Force,0.0,0.0,0.0,0,0,0,0,400000,7,2013,0
228,Gundam Breaker,230,Action,All,Namco Bandai Games,Namco Bandai Games,0.0,0.0,0.0,0,0,0,0,400000,6,2013,0
229,Outlast II,231,Action,PC,Unknown,Red Barrels,0.0,0.0,0.0,0,0,0,0,390000,12,2017,0
230,RWBY: Grimm Eclipse,232,Action,PC,Unknown,Rooster Teeth Games,0.0,0.0,0.0,0,0,0,0,390000,2,2019,0
231,Devil May Cry HD Collection,233,Action,X360,Capcom,Capcom,0.0,0.0,0.0,0,0,0,0,380000,4,2012,0
232,Genital Jousting,234,Action,PC,Unknown,Free Lives,0.0,0.0,0.0,0,0,0,0,380000,2,2019,0
233,Bayonetta 2,235,Action,NS,Nintendo,PlatinumGames,0.0,9.5,0.0,0,0,0,0,370000,2,2018,0
234,Party Hard,236,Action,PC,Unknown,TinyBuild Games,0.0,0.0,0.0,0,0,0,0,370000,2,2019,0
235,Dynasty Warriors 8: Xtreme Legends,237,Action,PC,Unknown,Koei Tecmo Games,0.0,0.0,0.0,0,0,0,0,360000,2,2019,0
236,Timberman,238,Action,PC,Unknown,Digital Melody,0.0,0.0,0.0,0,0,0,0,350000,2,2019,0
237,Metal Gear Solid: The Twin Snakes,239,Action,GC,Konami,Silicon Knights,0.0,8.1,0.0,0,0,0,0,350000,3,2004,0
238,Titan Souls,240,Action,PC,Devolver Digital,Acid Nerve,0.0,0.0,0.0,0,0,0,0,350000,4,2015,0
239,King Arthur's Gold,241,Action,PC,Transhuman Design,Transhuman Design,0.0,0.0,0.0,0,0,0,0,350000,11,2013,0
240,Nioh: Complete Edition,242,Action,PC,Koei Tecmo,Team Ninja,0.0,0.0,0.0,0,0,0,0,350000,11,2017,0
241,One Piece: Pirate Warriors 3,243,Action,PC,Namco Bandai Games,Omega Force,0.0,0.0,0.0,0,0,0,0,350000,8,2015,0
242,LEGO Jurassic World,244,Action,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,0.0,0.0,0.0,0,0,0,0,340000,6,2015,0
243,Ninja Gaiden: Dragon Sword    Read the review,245,Action,DS,Tecmo,Team Ninja,8.3,8.0,0.0,0,0,0,0,340000,3,2008,0
244,Samurai Warriors 4,246,Action,All,Koei Tecmo,Omega Force,0.0,0.0,0.0,0,0,0,0,340000,10,2014,0
245,Lego Batman 3: Beyond Gotham,247,Action,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,0.0,0.0,0.0,0,0,0,0,330000,11,2014,0
246,Mobile Suit Gundam Battlefield Record U.C.0081,248,Action,PS3,Bandai,Bec,0.0,0.0,0.0,0,0,0,0,320000,9,2009,0
247,Warriors  Orochi 4,249,Action,NS,Koei Tecmo,Omega Force,0.0,8.5,0.0,0,0,0,0,310000,10,2018,0
248,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,250,Action,PC,Unknown,Opus Studio,0.0,0.0,0.0,0,0,0,0,310000,2,2019,0
249,Ridiculous Fishing,251,Action,iOS,Unknown,Vlambeer,0.0,0.0,0.0,0,0,0,0,300000,2,2021,0
250,Asterix & Obelix Take On Caesar,252,Action,All,Cryo Interactive,Tek 5,0.0,0.0,0.0,0,0,0,0,300000,1,1999,0
251,Devil May Cry 4,253,Action,PC,Capcom,Capcom,0.0,7.5,0.0,0,0,0,0,300000,7,2008,0
252,There's Poop In My Soup,254,Action,PC,Unknown,K Bros Games,0.0,0.0,0.0,0,0,0,0,290000,2,2019,0
253,Montaro,255,Action,PC,Unknown,JCKSLAP,0.0,0.0,0.0,0,0,0,0,290000,2,2019,0
254,Aragami    Read the review,256,Action,PC,Lince Works,Lince Works,0.0,0.0,0.0,0,0,0,0,290000,10,2016,0
255,Turbo Pug 3D,257,Action,PC,Unknown,Wulo Games,0.0,0.0,0.0,0,0,0,0,290000,2,2019,0
256,HellAngel,259,Action,PC,Unknown,Andrey Malyarov,0.0,0.0,0.0,0,0,0,0,280000,2,2019,0
257,Bayonetta 2,260,Action,WiiU,Nintendo,PlatinumGames,0.0,9.3,0.0,0,0,0,0,280000,10,2014,0
258,PIGMENTUM,261,Action,PC,Unknown,Irvin Vaush,0.0,0.0,0.0,0,0,0,0,280000,2,2019,0
259,Domina,262,Action,PC,Unknown,DolphinBarn,0.0,0.0,0.0,0,0,0,0,280000,2,2019,0
260,Trouble In The Manor,263,Action,PC,Unknown,Charyb Games,0.0,0.0,0.0,0,0,0,0,270000,2,2019,0
261,Condemned: Criminal Origins,264,Action,X360,Sega,Monolith Productions,0.0,8.2,0.0,0,0,0,0,270000,11,2005,0
262,Orbital Gear,265,Action,PC,Night Node Software,Night Node Software,0.0,0.0,0.0,0,0,0,0,270000,8,2014,0
263,Desolate Wastes: Vendor Chronicles,266,Action,PC,Unknown,Rotatipyra,0.0,0.0,0.0,0,0,0,0,270000,2,2019,0
264,Germ Wars,267,Action,PC,Unknown,Svarog Studios,0.0,0.0,0.0,0,0,0,0,270000,2,2019,0
265,Dead Rising 2: Off the Record,268,Action,PC,Capcom,Blue Castle Games,0.0,6.8,0.0,0,0,0,0,260000,10,2011,0
266,Deep Space Dash,269,Action,PC,Unknown,Delusional Games,0.0,0.0,0.0,0,0,0,0,260000,2,2019,0
267,Samurai Warriors Chronicles,270,Action,3DS,Tecmo Koei,Omega Force,0.0,5.4,0.0,0,0,0,0,260000,3,2011,0
268,Hyper color ball,271,Action,PC,Unknown,Czester16,0.0,0.0,0.0,0,0,0,0,260000,2,2019,0
269,Rampage Knights,272,Action,PC,Unknown,Rake in Grass,0.0,0.0,0.0,0,0,0,0,260000,2,2019,0
270,The Incredible Adventures of Van Helsing II,273,Action,PC,Neocore Games,NeoCoreGames,0.0,0.0,0.0,0,0,0,0,250000,5,2014,0
271,Grand Pigeon's Duty,274,Action,PC,WolfgangIs,WolfgangIs,0.0,0.0,0.0,0,0,0,0,250000,8,2016,0
272,Azure Striker Gunvolt,275,Action,3DS,Inti Creates,Inti Creates,0.0,8.0,0.0,0,0,0,0,250000,8,2014,0
273,Crusader: No Remorse,276,Action,All,Electronic Arts,Origin Systems,0.0,0.0,0.0,0,0,0,0,250000,8,1995,0
274,Spikit,277,Action,PC,Back To Basics Gaming,Blastoid Entertainment,0.0,0.0,0.0,0,0,0,0,250000,8,2016,0
275,RADical ROACH Remastered,278,Action,PC,DL Softworks,DL Softworks,0.0,0.0,0.0,0,0,0,0,240000,5,2014,0
276,Enslaved: Odyssey to the West,279,Action,PC,Bandai Namco Entertainment,Ninja Theory,0.0,0.0,0.0,0,0,0,0,240000,10,2013,0
277,Minimum,280,Action,PC,Atari,Human Head Studios,0.0,0.0,0.0,0,0,0,0,240000,9,2014,0
278,Iron Sky: Invasion,281,Action,PC,TopWare Interactive,Reality Pump Studios,0.0,0.0,0.0,0,0,0,0,240000,12,2012,0
279,Crawl,282,Action,PC,Powerhoof Pty Ltd,Powerhoof,0.0,0.0,0.0,0,0,0,0,240000,4,2017,0
280,Senran Kagura Shinovi Versus,283,Action,All,Xseed Games,Tamsoft,0.0,0.0,0.0,0,0,0,0,240000,10,2014,0
281,Ninja Gaiden: Master Collection,284,Action,All,Koei Tecmo,Team Ninja,0.0,0.0,0.0,0,0,0,0,240000,6,2021,0
282,Mad Hunter,285,Action,PC,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,240000,11,2016,0
283,A grande bagunca espacial - The big space mess,286,Action,PC,Unknown,RMAL,0.0,0.0,0.0,0,0,0,0,230000,2,2019,0
284,KickHim,287,Action,PC,Unknown,Pokshevanov Pavel,0.0,0.0,0.0,0,0,0,0,230000,2,2019,0
285,Metal Slug X,288,Action,PC,Unknown,SNK Corporation,0.0,0.0,0.0,0,0,0,0,230000,2,2019,0
286,Sparkle 2 Evo,289,Action,PC,Unknown,Forever Entertainment S.A.,0.0,0.0,0.0,0,0,0,0,230000,2,2019,0
287,The Evil Within 2,290,Action,PC,Bethesda Softworks,Tango Gameworks,0.0,0.0,0.0,0,0,0,0,230000,10,2017,0
288,ShipLord,291,Action,PC,Unknown,Just1337 Studio,0.0,0.0,0.0,0,0,0,0,220000,2,2019,0
289,The Astral Hero,292,Action,PC,Unknown,Ardi Studio,0.0,0.0,0.0,0,0,0,0,220000,2,2019,0
290,Bloodbath Kavkaz,293,Action,PC,Unknown,Dagestan Technology,0.0,0.0,0.0,0,0,0,0,220000,2,2019,0
291,Attack on Titan 2: Final Battle,294,Action,All,Koei Tecmo,Omega Force,0.0,0.0,0.0,0,0,0,0,220000,7,2019,0
292,Deep Space WAIFU,295,Action,PC,Unknown,Neko Climax Studios,0.0,0.0,0.0,0,0,0,0,220000,2,2019,0
293,ZombieCarz,296,Action,PC,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,220000,2,2019,0
294,Naruto: Uzumaki Chronicles 2,297,Action,PS2,Namco Bandai,Cavia Inc.,0.0,0.0,0.0,0,0,0,0,220000,9,2007,0
295,LEGO Marvel's Avengers,298,Action,PC,Warner Bros. Interactive Entertainment,Traveller's Tales,0.0,0.0,0.0,0,0,0,0,210000,1,2016,0
296,Blocks That Matter,299,Action,PC,Unknown,Swing Swing Submarine,0.0,0.0,0.0,0,0,0,0,210000,8,2011,0
297,Russian SuperHero Dead Ivan,301,Action,PC,Unknown,Anatoliy Loginovskikh,0.0,0.0,0.0,0,0,0,0,210000,2,2019,0
298,theHunter: Primal,302,Action,PC,Avalanche Studios,Expansive Worlds,0.0,0.0,0.0,0,0,0,0,210000,3,2015,0
299,AI: Rampage,303,Action,PC,Unknown,Sekerin Productions,0.0,0.0,0.0,0,0,0,0,210000,2,2019,0
300,Guardians of Middle-earth,304,Action,PC,Unknown,Zombie Studios,0.0,0.0,0.0,0,0,0,0,210000,2,2019,0
301,STARUSHKO LUB,305,Action,PC,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,200000,2,2019,0
302,Rise of Nightmares,306,Action,X360,Sega,Sega,0.0,5.5,0.0,0,0,0,0,200000,9,2011,0
303,Kamen Rider: Battride War,307,Action,PS3,Namco Bandai Games,Eighting,0.0,0.0,0.0,0,0,0,0,200000,5,2013,0
304,Agony,308,Action,PC,PlayWay,Madmind Studio,0.0,0.0,0.0,0,0,0,0,200000,5,2018,0
305,Fate/Extella: The Umbral Star,309,Action,All,Xseed Games,Marvelous,0.0,0.0,0.0,0,0,0,0,200000,1,2017,0
306,Carrion,310,Action,All,Devolver Digital,Phobia Game Studio,0.0,0.0,0.0,0,0,0,0,200000,7,2020,0
307,Snowman,311,Action,PC,Unknown,Unknown,0.0,0.0,0.0,0,0,0,0,200000,2,2019,0
308,Nanoborg,312,Action,PC,Unknown,Nanooborg,0.0,0.0,0.0,0,0,0,0,200000,2,2019,0
309,Crab Dub,313,Action,PC,Unknown,Anatoliy Loginovskikh,0.0,0.0,0.0,0,0,0,0,190000,2,2019,0
310,Eldritch,314,Action,PC,Unknown,Minor Key Games,0.0,0.0,0.0,0,0,0,0,190000,3,2019,0
311,Hydrophobia: Prophecy,315,Action,PC,Dark Energy Digital,Dark Energy Digital,0.0,5.5,0.0,0,0,0,0,190000,5,2011,0
312,Lovely Planet,316,Action,PC,TinyBuild Games,QUICKTEQUILA,0.0,0.0,0.0,0,0,0,0,180000,7,2014,0
313,Uncompromising Trash,317,Action,PC,Unknown,oblomysh,0.0,0.0,0.0,0,0,0,0,180000,3,2019,0
314,Necropolis,318,Action,PC,Unknown,Harebrained Schemes,0.0,0.0,0.0,0,0,0,0,180000,3,2019,0
315,Ionball 2: Ionstorm,319,Action,PC,Unknown,Ironsun Studios,0.0,0.0,0.0,0,0,0,0,180000,3,2019,0
316,Samurai Warriors 4-II,320,Action,All,KOEI,Koei Tecmo Games,0.0,0.0,0.0,0,0,0,0,180000,2,2015,0
317,Super Duper Flying Genocide 2017,321,Action,PC,Unknown,CharlieH,0.0,0.0,0.0,0,0,0,0,170000,3,2019,0
318,Axiom Verge,322,Action,PC,Thomas Happ Games,Thomas Happ Games,0.0,0.0,0.0,0,0,0,0,170000,5,2015,0
319,Freedom Planet,323,Action,PC,Galaxy Trail,Galaxy Trail,0.0,0.0,0.0,0,0,0,0,170000,7,2014,0
320,Bound By Flame,324,Action,PC,Focus Home Interactive,Spiders,0.0,0.0,0.0,0,0,0,0,170000,5,2014,0
321,CastleStorm,325,Action,PC,Unknown,Zen Studios,0.0,0.0,0.0,0,0,0,0,170000,3,2019,0
322,Phantom Breaker: Battle Grounds,326,Action,PC,Unknown,MAGES. Inc.,0.0,0.0,0.0,0,0,0,0,170000,3,2019,0
323,Akiba's Trip,327,Action,All,Acquire,Acquire,0.0,0.0,0.0,0,0,0,0,170000,5,2011,0
324,Arizona Sunshine,328,Action,PC,Unknown,Vertigo Gaming Inc.,0.0,0.0,0.0,0,0,0,0,170000,3,2019,0
325,Dishonored: Death of the Outsider,329,Action,PC,Bethesda Softworks,Arkane Studios,0.0,0.0,0.0,0,0,0,0,170000,9,2017,0
326,Tribal Pass,330,Action,PC,Unknown,Tribe Tea,0.0,0.0,0.0,0,0,0,0,170000,3,2019,0
327,Last Tale,331,Action,PC,Unknown,YarGri,0.0,0.0,0.0,0,0,0,0,170000,3,2019,0
328,Lara Croft and the Temple of Osiris,332,Action,PC,Square Enix,Crystal Dynamics,0.0,0.0,0.0,0,0,0,0,160000,12,2014,0
329,The Surge,333,Action,PC,Focus Home Interactive,DECK13 Interactive,0.0,0.0,0.0,0,0,0,0,160000,5,2017,0
330,Bunch of Heroes,334,Action,PC,Unknown,NGD Studios,0.0,0.0,0.0,0,0,0,0,160000,9,2011,0
331,Sacred Citadel,335,Action,PC,Unknown,Southend Interactive,0.0,0.0,0.0,0,0,0,0,160000,3,2019,0
332,Dynasty Warriors 7: Xtreme Legends,336,Action,PS3,KOEI,Omega Force,0.0,0.0,0.0,0,0,0,0,160000,11,2011,0
333,Metal Slug,337,Action,PC,Unknown,DotEmu,0.0,0.0,0.0,0,0,0,0,160000,3,2019,0
334,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,338,Action,PC,Unknown,Dejobaan Games,0.0,0.0,0.0,0,0,0,0,160000,3,2019,0
335,UltraGoodness,339,Action,PC,Unknown,Rasul Mono,0.0,0.0,0.0,0,0,0,0,150000,3,2019,0
336,Plain Sight,340,Action,PC,Beatnik Games,Beatnik Games,0.0,7.2,0.0,0,0,0,0,150000,3,2010,0
337,AaAaAA!!! - A Reckless Disregard for Gravity,341,Action,PC,Unknown,Dejobaan Games,0.0,0.0,0.0,0,0,0,0,150000,3,2019,0
338,Reassembly,342,Action,PC,Indie Voyage,Anisoptera Games,0.0,0.0,0.0,0,0,0,0,150000,2,2015,0
339,We Happy Few    Read the review,343,Action,PC,Gearbox Software,Compulsion Games,5.0,0.0,0.0,0,0,0,0,150000,8,2018,0
340,Styx: Shards of Darkness,344,Action,PC,Focus Home Interactive,Cyanide Studio,0.0,0.0,0.0,0,0,0,0,140000,3,2017,0
341,Dungeon Defenders Eternity,345,Action,PC,Trendy Entertainment,Nom Nom Games,0.0,0.0,0.0,0,0,0,0,140000,7,2014,0
342,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,346,Action,DS,Sega,Sega,0.0,0.0,0.0,0,0,0,0,140000,7,2006,0
343,Savant - Ascent,347,Action,PC,D-Pad Studio,D-Pad Studios,0.0,0.0,0.0,0,0,0,0,140000,12,2013,0
344,Angry Video Game Nerd Adventures,348,Action,PC,Screenwave Media,Freakzone Games,0.0,0.0,0.0,0,0,0,0,140000,9,2013,0
345,"Warhammer 40,000: Inquisitor - Martyr",349,Action,PC,NeocoreGames,NeoCoreGames,0.0,0.0,0.0,0,0,0,0,140000,6,2018,0
346,The Mercury Man,350,Action,PC,Mehsoft,Mehsoft,0.0,0.0,0.0,0,0,0,0,130000,5,2018,0
347,Strike Suit Infinity,351,Action,PC,Born Ready Games,Born Ready Games Ltd.,0.0,0.0,0.0,0,0,0,0,130000,4,2013,0
348,Deadly 30,352,Action,PC,Headup Games,Ignatus Zuk and Gonzalo Villagomez,0.0,0.0,0.0,0,0,0,0,130000,1,2014,0
349,bit Dungeon II,353,Action,PC,Kinto Games LLC,Kinto Games LLC,0.0,0.0,0.0,0,0,0,0,130000,12,2014,0
350,Final Exam,354,Action,PC,Focus Home Interactive,Mighty Rocket Studio,0.0,0.0,0.0,0,0,0,0,130000,11,2013,0
351,Totem,355,Action,PC,Dagestan Technology,Grizlikyt,0.0,0.0,0.0,0,0,0,0,130000,8,2016,0
352,A Valley Without Wind,356,Action,PC,"Arcen Games, LLC","Arcen Games, LLC",0.0,0.0,0.0,0,0,0,0,130000,4,2012,0
353,Warriors All-Stars,357,Action,All,Koei Tecmo,Omega Force,0.0,0.0,0.0,0,0,0,0,130000,3,2017,0
354,Mobile Suit Gundam Side Stories,358,Action,All,Namco Bandai Games,B.B. Studio,0.0,0.0,0.0,0,0,0,0,130000,5,2014,0
355,"Linea, the Game",359,Action,PC,KHB-Soft,KHB-Soft,0.0,0.0,0.0,0,0,0,0,130000,1,2016,0
356,Dungreed,360,Action,PC,TEAM HORAY,TEAM HORAY,0.0,0.0,0.0,0,0,0,0,130000,2,2018,0
357,Cataegis : The White Wind,361,Action,PC,Kiss,Acido Cinza,0.0,0.0,0.0,0,0,0,0,130000,9,2015,0
358,Of Orcs and Men,362,Action,PC,Focus Home Interactive,Cyanide Studio,0.0,0.0,0.0,0,0,0,0,130000,10,2012,0
359,Super House of Dead Ninjas,363,Action,PC,Adult Swim,Megadev,0.0,0.0,0.0,0,0,0,0,130000,2,2013,0
360,"Hack, Slash, Loot",364,Action,PC,David Williamson,David Williamson,0.0,0.0,0.0,0,0,0,0,130000,4,2012,0
361,Jurassic Park: The Game,365,Action,PC,Telltale Games,Telltale Games,0.0,0.0,0.0,0,0,0,0,120000,11,2011,0
362,DEADBOLT,366,Action,PC,Hopoo Games,Hopoo Games,0.0,0.0,0.0,0,0,0,0,120000,3,2016,0
363,Hyperdimension Neptunia Re;Birth 3: V Generation,367,Action,PC,Idea Factory International,Compile Heart,0.0,0.0,0.0,0,0,0,0,120000,10,2015,0
364,R.A.W. Realms of Ancient War,368,Action,PC,Focus Home Interactive,WizarBox,0.0,0.0,0.0,0,0,0,0,120000,10,2012,0
365,Senran Kagura Shinovi Versus,369,Action,PSV,Xseed Games,Tamsoft,0.0,0.0,0.0,0,0,0,0,120000,10,2014,0
366,Attack on Titan / A.O.T. Wings of Freedom,370,Action,PC,Koei Tecmo,Omega Force,0.0,0.0,0.0,0,0,0,0,120000,8,2016,0
367,Bleed,371,Action,PC,Bootdisk Revolution,Bootdisk Revolution,0.0,0.0,0.0,0,0,0,0,120000,7,2013,0
368,Out of Reach,372,Action,PC,Space Boat Studios,Space Boat Studios,0.0,0.0,0.0,0,0,0,0,120000,7,2018,0
369,Dead Island: Riptide,373,Action,PC,Deep Silver,Techland,0.0,6.2,0.0,0,0,0,0,120000,4,2013,0
370,Akiba's Trip: Undead & Undressed,374,Action,PC,Xseed Games,Acquire,0.0,0.0,0.0,0,0,0,0,120000,5,2015,0
371,BADLAND: Game of the Year Edition,375,Action,PC,Frogmind,Frogmind,0.0,0.0,0.0,0,0,0,0,120000,5,2015,0
372,Heaven Forest NIGHTS,376,Action,PC,Chubby Pixel,Fabio Ferrara,0.0,0.0,0.0,0,0,0,0,120000,3,2017,0
373,Shark Attack Deathmatch 2,377,Action,PC,Lighthouse Games Studio,Lighthouse Games Studio,0.0,0.0,0.0,0,0,0,0,120000,6,2015,0
374,Tank Blast,378,Action,PC,Siberian Digital,PowPow,0.0,0.0,0.0,0,0,0,0,110000,7,2016,0
375,UBERMOSH,379,Action,PC,Walter Machado,Walter Machado,0.0,0.0,0.0,0,0,0,0,110000,8,2015,0
376,Hyperdimension Neptunia U: Action Unleashed,380,Action,PC,Idea Factory International,Compile Heart,0.0,0.0,0.0,0,0,0,0,110000,3,2016,0
377,Evil Maze,381,Action,PC,ZOV GAME STUDIO,ZOV GAME STUDIO,0.0,0.0,0.0,0,0,0,0,110000,6,2016,0
378,Darkness Assault,382,Action,PC,Black Lime Studio,Black Lime Studio,0.0,0.0,0.0,0,0,0,0,100000,2,2015,0
379,Life Beetle,383,Action,PC,Dagestan Technology,Grizlikyt,0.0,0.0,0.0,0,0,0,0,100000,4,2017,0
380,Deathtrap,384,Action,PC,NeocoreGames,Neocore Games,0.0,0.0,0.0,0,0,0,0,100000,2,2015,0
381,Senran Kagura: Peach Beach Splash,385,Action,PS4,Xseed Games,Marvelous Entertainment,0.0,0.0,0.0,0,0,0,0,100000,9,2017,0
382,Senran Kagura: Estival Versus,386,Action,All,Marvelous Entertainment,Tamsoft,0.0,0.0,0.0,0,0,0,0,100000,3,2016,0
383,Samurai Warriors 4: Empires,387,Action,All,KOEI,Omega Force,0.0,0.0,0.0,0,0,0,0,100000,3,2016,0
384,Kekkaishi: Karasumori Ayakashi Kidan,388,Action,DS,Namco Bandai,Bandai Namco Games,0.0,0.0,0.0,0,0,0,0,100000,5,2007,0
385,Kouchuu Ouja Mushi King: Super Collection,389,Action,DS,Sega,Sega,0.0,0.0,0.0,0,0,0,0,100000,7,2007,0
386,God Hand    Read the review,390,Action,PS2,Capcom,Clover Studio,7.8,7.0,0.0,0,0,0,0,60000,10,2006,0
387,Arslan: The Warriors of Legend,391,Action,All,KOEI,Koei Tecmo Games,0.0,0.0,0.0,0,0,0,0,60000,2,2016,0
388,K-Razy Shoot-out,392,Action,5200,CBS Electronics,Kay Enterprises Co.,0.0,0.0,0.0,0,0,0,0,40000,1,1983,0
389,Scott Pilgrim vs. the World: The Game - Complete Edition,393,Action,NS,Ubisoft,Ubisoft,0.0,0.0,0.0,0,0,0,0,30000,12,2020,0
390,Snack Attack,394,Action,OSX,Unknown,Funtastic,0.0,0.0,0.0,0,0,0,0,30000,4,2021,0
391,"Guns, Gore & Cannoli",395,Action,PC,Crazy Monkey,Crazy Monkey Studios,0.0,0.0,0.0,0,0,0,0,20000,4,2015,0
392,Twin Breaker: A Sacred Symbols Adventure,396,Action,All,Lillymo Games Inc,Lillymo Games Inc,0.0,0.0,0.0,0,0,0,0,10000,9,2020,0
393,Chippy,397,Action,PC,Facepunch Studios,Facepunch Studios,0.0,0.0,0.0,0,0,0,0,10000,6,2019,0
394,3Xtreme,398,Action,PS,989 Studios,Unknown,0.0,2.9,0.0,500000,340000,0,60000,900000,3,1999,0
395,50 Cent: Bulletproof,399,Action,XB,Vivendi Games,Genuine Games,0.0,0.0,0.0,330000,100000,0,20000,440000,11,2005,0
396,Action Bass,400,Action,PS,Take-Two Interactive,Unknown,0.0,5.1,0.0,640000,430000,0,70000,1140000,7,2000,1
397,Advent Rising,401,Action,XB,Majesco,GlyphX Games,0.0,0.0,0.0,100000,30000,0,0,130000,5,2005,0
398,Aeon Flux,402,Action,XB,Majesco,Terminal Reality,0.0,0.0,0.0,10000,0,0,0,10000,11,2005,0
399,AeroFighters Assault,403,Action,N64,Victory Lap Games,Paradigm Entertainment,0.0,5.4,0.0,150000,40000,0,0,190000,10,1997,0
400,Alex Rider: Stormbreaker,404,Action,DS,THQ,Altron,0.0,4.0,0.0,60000,0,0,0,70000,10,2006,0
401,Alias,405,Action,XB,Acclaim Entertainment,Acclaim Studios Cheltenham,0.0,0.0,0.0,40000,10000,0,0,50000,4,2004,0
402,Disney's American Dragon Jake Long: Attack of the Dark Dragon,406,Action,DS,Buena Vista,WayForward Technologies,0.0,0.0,0.0,150000,0,0,10000,160000,10,2006,0
403,And1 Streetball,407,Action,XB,Ubisoft,Unknown,0.0,0.0,0.0,60000,20000,0,0,70000,6,2006,0
404,Aquaman: Battle for Atlantis,408,Action,GC,TDK Mediactive,Lucky Chicken,0.0,2.4,0.0,10000,0,0,0,10000,7,2003,0
405,Army Men 3D,409,Action,PS,3DO,3DO,0.0,0.0,0.0,1100000,140000,0,40000,1280000,2,1999,1
406,Army Men: Air Combat,410,Action,N64,3DO,3DO,0.0,7.6,0.0,190000,50000,0,0,240000,7,2000,0
407,Asterix & Obelix: Kick Buttix,412,Action,PS2,Atari,Etranges Libellules,0.0,0.0,0.0,20000,10000,0,0,30000,9,2004,0
408,Astro Boy,413,Action,PS2,Sega,Sonic Team,0.0,0.0,0.0,40000,30000,0,10000,90000,8,2004,0
409,Azurik: Rise of Perathia,414,Action,XB,Microsoft,Adrenium,0.0,0.0,0.0,180000,50000,0,10000,240000,11,2001,0
410,Barnyard,415,Action,GC,THQ,Blue Tongue,0.0,0.0,0.0,90000,20000,0,0,120000,8,2006,0
411,Batman Begins,416,Action,XB,Electronic Arts,Eurocom Entertainment Software,0.0,0.0,0.0,160000,40000,0,10000,210000,6,2005,0
